id,title,author,date,preview,content,replies,views,category,datetime,text_for_analysis,sentiment_score,sentiment_label
368,Soundtrack CD Collecting,SoundtrackFan,1 week ago,Share your movie soundtrack collection and rare finds...,"Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",78,489,6,,"Soundtrack CD Collecting Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",0.8489902,positive
369,Best Movie Boxset Artwork,BoxsetArt,1 week ago,Showcasing the most beautiful box set designs and artwork...,The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,67,445,6,,Best Movie Boxset Artwork The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,0.9997242,positive
370,Rare TV Miniseries Collections,MiniseriesFan,1 week ago,Collecting rare and out-of-print TV miniseries releases...,Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,56,378,6,,Rare TV Miniseries Collections Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,0.95490724,positive
371,Classic Horror Collection Essentials,HorrorClassics,1 week ago,Building a classic horror collection - what are the must-have releases?,"Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",78,456,4,,"Classic Horror Collection Essentials Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",0.83682364,positive
372,Soundtrack CD Collecting,SoundtrackFan,1 week ago,Share your movie soundtrack collection and rare finds...,"Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",78,489,6,,"Soundtrack CD Collecting Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",0.8489902,positive
373,Best Movie Boxset Artwork,BoxsetArt,1 week ago,Showcasing the most beautiful box set designs and artwork...,The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,67,445,6,,Best Movie Boxset Artwork The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,0.9997242,positive
374,Rare TV Miniseries Collections,MiniseriesFan,1 week ago,Collecting rare and out-of-print TV miniseries releases...,Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,56,378,6,,Rare TV Miniseries Collections Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,0.95490724,positive
375,Classic Horror Collection Essentials,HorrorClassics,1 week ago,Building a classic horror collection - what are the must-have releases?,"Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",78,456,4,,"Classic Horror Collection Essentials Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",0.83682364,positive
376,Soundtrack CD Collecting,SoundtrackFan,1 week ago,Share your movie soundtrack collection and rare finds...,"Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",78,489,6,,"Soundtrack CD Collecting Recently found some rare soundtrack CDs - the complete Blade Runner by Vangelis (including unused cues), and the original pressing of Morricone's The Thing. What are your favorite soundtrack releases? Any rare ones you're hunting for?",0.8489902,positive
377,Best Movie Boxset Artwork,BoxsetArt,1 week ago,Showcasing the most beautiful box set designs and artwork...,The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,67,445,6,,Best Movie Boxset Artwork The artwork on the Second Sight Dawn of the Dead 4K set is stunning! Also love Arrow's Gamera collection and Criterion's Bergman Cinema box. What are some of your favorite box set designs? Which labels consistently deliver great artwork?,0.9997242,positive
378,Rare TV Miniseries Collections,MiniseriesFan,1 week ago,Collecting rare and out-of-print TV miniseries releases...,Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,56,378,6,,Rare TV Miniseries Collections Just found a complete set of the original BBC Edge of Darkness on DVD! Also managed to get the rare Pride and Prejudice (1995) box set. What are some of your favorite TV miniseries releases? Any rare ones you're hunting for?,0.95490724,positive
379,Classic Horror Collection Essentials,HorrorClassics,1 week ago,Building a classic horror collection - what are the must-have releases?,"Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",78,456,4,,"Classic Horror Collection Essentials Working on building my classic horror collection. So far I have Universal's Monster Collection, Hammer's Horror sets from Scream Factory, and various Criterion releases. What other releases would you consider essential for a classic horror collection? Any particular versions to seek out or avoid?",0.83682364,positive
